"ea_id2","ea_id","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs4q01","cs4q02_1","cs4q03","cs4q04_1","cs4q04_2","cs4q04_3","cs4q04_4","cs4q04_5","cs4q04_6","cs4q04_7","cs4q04_8","cs4q04_9","cs4q04_10","cs4q04_11","cs4q04_12","cs4q05_1","cs4q05_2","cs4q05_3","cs4q05_4","cs4q05_5","cs4q05_6","cs4q05_7","cs4q05_8","cs4q05_9","cs4q05_10","cs4q05_11","cs4q05_12","cs4q06","cs4q07_a","cs4q07_b","cs4q08","cs4q09","cs4q10","cs4q11","cs4q12_a","cs4q12_b1","cs4q13","cs4q14","cs4q15","cs4q16","cs4q17","cs4q18","cs4q19","cs4q20","cs4q21","cs4q22","cs4q23","cs4q24","cs4q25","cs4q26","cs4q27","cs4q28","cs4q29","cs4q30","cs4q31","cs4q32","cs4q33","cs4q34","cs4q34_oth","cs4q35","cs4q36","cs4q37","cs4q38","cs4q39","cs4q40","cs4q40_oth","cs4q41","cs4q42","cs4q43","cs4q44_a","cs4q44_b","cs4q44_c","cs4q44_d","cs4q44_e","cs4q44_f","cs4q44_oth","cs4q45","cs4q46","cs4q47","cs4q48","cs4q49","cs4q50","cs4q51","csdq52","csdq53","csdq54","csdq55","csdq56","csdq57","csdq58","csdq59"
"031004010100103","03100400103",3,10,4,1,1,1,3,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,20,1,1,,,2,"KEMISE",18,12,1,,,,4,5,0,1,1,1,1,0,0,0,0,1,,1,,1,1,,2,1,1,1,,1,,1,,1,1,2,2,1,2,2,,1,,2,27,1,6,1600,2,75,1,,2,75,2,75
"031004088800408","03100400408",3,10,4,8,88,4,8,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,17,40,2,2,7,4,2,"KEMISE",17,8,1,,,,3,9,0,1,1,7,1,0,0,0,0,2,7,1,,1,1,,1,1,1,1,,1,,1,0,1,1,,,,,,,2,7,2,7,1,200,1600,2,17,1,,2,,2,17
"031101010100318","03110100318",3,11,1,1,1,3,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,1,1,,,1,,,,1,,,,3,3,0,1,1,1,1,1,0,6,1,1,,2,,,,,,2,,,1,1,,1,50,1,1,2,1,1,1,1,"ybit tgena agelglot",1,,1,,1,5,2300,1,,1,,2,2,2,2
"031101010100719","03110100719",3,11,1,1,1,7,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,800,3,2,1,2,1,,,,1,,,,4,0,1,1,1,1,1,1,0,0,0,1,,2,,,,,,1,1,1,,3,,1,0,2,,,,,,,,2,1,1,,1,6,800,1,,1,,2,1,2,1
"031101010101201","03110101201",3,11,1,1,1,12,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,1,1,,,1,,,,1,,,,6,4,0,1,1,0,1,3,0,6,4,1,,2,,,,,,1,1,1,,1,,1,30,1,1,1,1,1,1,2,,1,,1,,1,4,3400,1,,1,,2,3,2,3
"031201088800101","03120100101",3,12,1,8,88,1,1,1,24,1,13,,,,,,,,,,,,13,,,,,,,,,,,,24,20,2,2,120,80,2,"DESE",75,58,2,5,,,,,0,1,2,24,1,,,,,2,24,1,,1,1,,2,2,,,10,1,,1,0,2,,,,,,,,2,40,2,40,2,,,2,40,2,40,2,40,2,40
"031201088800303","03120100303",3,12,1,8,88,3,3,3,32,1,13,,,,,,,,,,,,13,,,,,,,,,,,,32,30,1,2,69,60,2,"DESE",78,50,1,1,,,0,13,2,2,1,69,2,0,0,0,0,1,,1,,1,1,,2,1,1,1,3,1,,1,0,1,2,2,2,1,2,,,2,32,2,69,1,999,,2,55,2,69,2,32,2,55
"031201088800504","03120100504",3,12,1,8,88,5,4,4,37,2,1,2,3,4,5,6,7,8,9,10,,,2,3,4,5,6,7,8,9,,,,,37,30,1,1,,,2,"DESE",83,50,1,,,,0,20,1,2,2,0.5,2,0,0,0,0,2,37,1,,1,1,,2,1,1,1,,1,,1,0,2,,,,,,,,2,37,1,,1,999,50000,2,60,1,,2,37,2,60
"040101088802202","04010102202",4,1,1,8,88,22,2,4,15,1,13,,,,,,,,,,,,6,,,,,,,,,,,,30,20,1,2,30,20,2,"GIMBI",179,80,2,30,,,4,0,0,2,2,30,1,0,0,0,0,2,,1,,1,1,,2,2,,,30,1,,1,0,2,,,,,,,,2,30,2,30,2,,,2,30,2,30,2,30,2,30
"040106088801302","04010601302",4,1,6,8,88,13,2,3,9,2,0,,,,,,,,,,,,0,,,,,,,,,,,,9,10,2,2,9,10,2,"BILA",9,35,2,9,,,2,,9,2,2,12,1,,,,,2,9,1,,1,1,,2,2,2,,9,1,,2,,2,2,2,2,2,2,2,,2,9,2,9,1,,,2,54,2,9,2,9,2,54
"040113088800501","04011300501",4,1,13,8,88,5,1,4,30,2,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,2,6,0,2,"GIMBI",72,50,2,6,,,8,0,0,2,2,6,1,0,0,0,0,1,,1,,1,1,,1,1,2,,6,1,,2,,2,,,,,,,,2,6,2,6,2,,,2,72,2,6,2,6,2,72
"040116020100103","04011600103",4,1,16,2,1,1,3,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,1,10,2,1,0,3,2,"GIMBI",54,35,1,,,,7,1,0,2,2,4,1,0,0,0,1,1,4,2,2,1,3,,2,2,,,1.5,1,,1,0,1,1,1,2,1,1,2,,1,,2,2,1,80,1500,2,54,1,,2,9,2,54
"040117010100211","04011700211",4,1,17,1,1,2,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,3,1,,,1,,,,1,,,,13,0,0,2,1,0,1,1,1,0,0,1,,1,,,,,,1,1,1,,1,,2,,2,,,,,,,,1,,1,,1,10,2000,1,,1,,2,0,2,441
"040118088802402","04011802402",4,1,18,8,88,24,2,4,80,1,13,,,,,,,,,,,,13,,,,,,,,,,,,13,15,2,2,13,15,2,"GIMBI",80,65,2,13,,,7,1,0,2,2,6,1,0,0,0,0,2,,1,,2,1,,2,2,,,13,2,,1,0,2,,,,,,,,2,13,2,13,2,,,2,80,2,13,2,13,2,80
"040204088801105","04020401105",4,2,4,8,88,11,5,2,158,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,2,3,1,,,2,"NEKEMIT",158,74,1,,,,9,2,0,2,1,0,1,0,0,1,0,1,,,,,,,,1,1,1,,1,,2,,1,1,1,1,1,1,2,,1,,1,,1,500,1500,2,158,1,,2,158,2,158
"040210088801102","04021001102",4,2,10,8,88,11,2,1,15,1,0,,,,,,,,,,,,0,,,,,,,,,,,,30,100,2,2,15,5,2,"NEKEMIT",30,10,2,15,,,4,0,3,2,2,15,1,0,0,0,0,2,15,1,,2,1,,2,2,,,15,1,,2,,1,1,1,2,1,2,2,,2,30,2,15,2,,,2,30,2,15,2,30,2,30
"040214010200204","04021400204",4,2,14,1,2,2,4,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,8,2,1,,,2,"NEKEMIT",48,20,1,,,,7,0,0,2,1,0,1,1,0,0,0,1,,,,,,,,1,1,1,,1,,2,,1,1,1,2,1,1,2,,2,1,1,,1,999,1300,2,48,1,,2,48,2,48
"040214088801801","04021401801",4,2,14,8,88,18,1,4,36,2,0,,,,,,,,,,,,0,,,,,,,,,,,,36,8,2,2,36,20,2,"NEKEMIT",84,20,1,,,,3,2,0,2,2,18,2,0,0,0,0,2,18,1,,2,1,,2,2,,,36,1,,1,0,1,1,1,2,1,2,2,,2,36,2,36,2,,,2,36,1,36,2,36,2,78
"040302088801803","04030201803",4,3,2,8,88,18,3,4,76,1,13,,,,,,,,,,,,13,,,,,,,,,,,,22,2,3,2,22,20,2,"METU",76,50,1,,,,8,4,0,1,2,0,2,0,0,0,0,1,0,1,,2,1,,2,1,1,1,,1,,1,0,1,1,2,2,2,2,2,,2,76,2,22,1,0,0,2,76,2,22,2,76,2,76
"040308010100108","04030800108",4,3,8,1,1,1,8,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,5,2,1,,,2,"METU",180,150,1,,,,5,7,0,1,1,0,1,0,0,0,0,1,,,0,1,1,,,1,1,1,,1,,2,,2,,,,,,,,1,,1,,1,200,10000,1,,1,,2,,2,48
"040308088800401","04030800401",4,3,8,8,88,4,1,4,4,2,0,,,,,,,,,,,,0,,,,,,,,,,,,24,15,2,2,24,10,2,"METU",160,150,1,4,,,0,4,5,2,2,4,1,0,0,0,0,2,4,1,,1,4,,2,2,,,4,1,,2,,2,,,,,,,,1,24,2,24,1,0,0,2,24,2,24,2,24,2,24
"040314088800602","04031400602",4,3,14,8,88,6,2,3,11,2,4,5,6,7,,,,,,,,,4,5,6,7,8,,,,,,,,16,30,3,2,9,0,2,"METU",16,20,2,9,,,1,40,0,1,2,9,1,0,0,0,0,2,9,1,,1,4,,2,2,,,9,1,,1,0,2,,,,,,,,2,16,2,9,2,,,2,16,2,9,2,16,2,16
"040321010100214","04032100214",4,3,21,1,1,2,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2,1,,,2,"Metu",133,60,1,,,,9,3,0,1,1,2,1,0,0,0,0,1,,2,,,,,,1,1,1,,1,,1,0,1,1,1,2,1,1,2,,1,,1,,1,30,400,1,,1,,1,,2,2
"040401088801103","04040101103",4,4,1,8,88,11,3,3,120,2,3,4,5,6,7,8,,,,,,,3,4,5,6,7,8,,,,,,,12,1,3,2,12,10,2,"JIMA",169,130,1,12,,,8,1,0,2,2,12,1,0,0,0,0,2,12,1,,2,1,,2,2,,,94,1,,1,0,2,,,,,,,,2,12,2,12,2,,,2,94,1,,2,0,2,169
"040405088801902","04040501902",4,4,5,8,88,19,2,3,0,1,0,,,,,,,,,,,,0,,,,,,,,,,,,6,10,1,1,,,1,"JIMA",6,5,1,20,,,1,20,1,1,1,6,1,2,0,0,0,1,1,1,,1,1,,2,2,,,15,1,,1,0,2,,,,,,,,2,6,1,,2,700,5000,1,1,1,,2,6,2,6
"040410088800701","04041000701",4,4,10,8,88,7,1,2,52,1,13,,,,,,,,,,,,13,,,,,,,,,,,,5,4,3,2,18,20,2,"JIMA",35,40,2,5,,,0,10,2,2,2,5,1,0,0,0,0,2,5,1,2,1,1,,1,2,,,5,1,,1,0,2,,,,,,,,2,5,2,5,2,,,2,25,2,25,1,5,2,25
"040412010100104","04041200104",4,4,12,1,1,1,4,2,54,1,13,,,,,,,,,,,,13,,,,,,,,,,,,80,150,1,1,,50,2,"JIMA",125,80,1,,,,3,11,0,2,2,0,1,0,0,0,0,1,,1,,1,1,,2,1,2,,80,1,,2,,2,,,,,,,,1,,1,,1,5,1000,1,,1,,2,,2,125
"040414088801702","04041401702",4,4,14,8,88,17,2,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,5,10,1,2,4,5,2,"JIMA",54,30,2,5,,,3,5,0,2,2,5,1,0,0,0,0,2,5,1,,1,1,,2,2,,,5,1,,1,0,2,,,,,,,,2,5,2,5,2,,,2,5,2,5,2,5,2,54
"040503088803104","04050303104",4,5,3,8,88,31,4,4,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,5,3,2,13,15,2,"AMBO",13,15,2,13,,,7,0,0,2,2,13,1,0,0,0,0,2,13,2,13,1,1,,1,2,,,13,4,,2,,2,,,,,,,,2,13,2,13,2,,,2,13,2,13,2,13,2,13
"040508088803103","04050803103",4,5,8,8,88,31,3,3,60,1,13,,,,,,,,,,,,13,,,,,,,,,,,,2,10,3,2,10,10,2,"AMBO",100,63,2,10,,,3,0,0,2,2,10,1,0,0,0,0,1,,1,,1,3,,1,1,2,,10,1,,1,0,2,,,,,,,,2,10,2,10,2,,,2,10,2,10,2,10,2,10
"040512010100104","04051200104",4,5,12,1,1,1,4,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,100,1,1,3,4,2,"HOLETA",3,4,1,,,,3,3,0,1,1,0,1,0,0,0,0,1,,1,,1,1,,1,1,2,,0,1,,2,,2,,,,,,,,1,,1,,1,800,360,2,3,1,,2,3,2,3
"040513088802405","04051302405",4,5,13,8,88,24,5,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,5,30,3,2,13,6,2,"ADIS ABEBA",65,40,2,5,,,3,0,0,2,1,6,1,0,0,0,0,1,,1,,1,1,,1,2,,,5,1,,2,,2,,,,,,,,2,5,2,5,2,,,2,5,2,12,2,5,2,12
"040520010100113","04052000113",4,5,20,1,1,1,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2,1,,,1,,,,2,1,,,1,1,1,1,1,2,1,0,0,3,0,1,,1,,,,,,2,,,1,1,,2,,2,,,,,,,,1,,1,,1,8,300,1,,1,,2,50,2,30
"040601020100102","04060100102",4,6,1,2,1,1,2,1,2,1,13,,,,,,,,,,,,13,,,,,,,,,,,,2,15,2,1,,,2,"FICHE",75,26,1,,1,,1,1,1,1,1,2,1,0,0,0,0,1,,2,0,2,1,,1,1,1,1,,1,,2,,1,1,1,1,1,1,1,,1,,1,,1,50,1800,1,,2,,1,,2,75
"040601088802303","04060102303",4,6,1,8,88,23,3,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,2,25,3,2,15,6,2,"FICHE",22,24,1,,,,2,2,10,1,1,10,1,0,0,0,0,1,,2,10,1,1,,1,2,,,5,1,,2,,2,,,,,,,,2,5,2,5,2,5,100000,2,5,2,5,2,2,2,22
"040605088801004","04060501004",4,6,5,8,88,10,4,1,2,1,13,,,,,,,,,,,,13,,,,,,,,,,,,5,12,1,2,5,4,2,"FICHE",5,5,1,,2,5,2,0,1,2,2,5,1,0,0,0,0,1,,1,,1,1,,2,2,,,5,1,,2,,2,,,,,,,,2,5,2,5,2,,,2,5,1,,2,,2,5
"040608088801902","04060801902",4,6,8,8,88,19,2,4,8,2,3,4,5,6,7,8,9,,,,,,4,5,6,7,8,9,,,,,,,8,50,1,2,18,7,2,"SENDAFA",18,7,1,,,,1,0,0,2,2,8,1,0,0,0,0,2,8,2,5,1,1,,2,2,,,5,3,,2,,2,,,,,,,,2,18,2,18,2,,,2,18,2,18,2,18,2,18
"040701088801502","04070101502",4,7,1,8,88,15,2,4,31,1,0,,,,,,,,,,,,13,,,,,,,,,,,,0,5,3,2,31,20,2,"ADAMA",127,55,1,,,,3,5,0,2,1,17,1,0,0,0,0,1,,1,,1,1,,2,1,2,,25,1,,1,0,2,,,,,,,,2,17,2,31,2,,,2,31,1,,2,,2,127
"040704088801002","04070401002",4,7,4,8,88,10,2,4,12,2,3,4,5,6,,,,,,,,,3,4,5,6,,,,,,,,,22,2,3,2,22,20,2,"ADEMA",37,30,2,22,,,1,0,0,2,2,10,1,0,0,0,0,1,,1,,1,1,,2,2,,,37,1,,1,0,2,,,,,,,,2,22,2,22,2,,,2,22,1,,2,,2,37
"040707010100104","04070700104",4,7,7,1,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,2,1,,,2,"adama",90,35,1,,,,3,1,0,2,1,1,1,1,1,0,0,1,,,,,,,,1,1,1,,1,,1,8,1,2,1,2,1,2,2,,1,,1,,1,100,2500,1,,1,,2,0,2,30
"040707088802702","04070702702",4,7,7,8,88,27,2,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,5,50,1,2,5,11,2,"ADAMA",80,30,2,5,,,0,0,0,1,1,8,1,1,0,0,0,2,5,2,5,1,1,,2,2,,,5,1,,1,50,2,,,,,,,,2,5,1,,1,50,500,2,5,1,,2,5,2,5
"040712088802302","04071202302",4,7,12,8,88,23,2,3,34,1,0,,,,,,,,,,,,13,,,,,,,,,,,,42,10,3,2,50,22,2,"ADIS ABEBEA",50,20,1,,,,1,0,0,2,2,3,2,0,0,0,0,1,,1,,1,1,,2,2,,,50,1,,2,,2,,,,,,,,2,50,2,50,2,,,2,50,1,,2,,2,50
"040713010100209","04071300209",4,7,13,1,1,2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2,1,,,1,,,,1,,,,2,2,3,1,1,3,1,0,0,1,1,1,,,,,,,,1,1,1,,1,,2,,2,,,,,,,,1,,1,,1,6,1500,1,,1,,2,90,1,
"040806088800802","04080600802",4,8,6,8,88,8,2,3,7,1,0,,,,,,,,,,,,0,,,,,,,,,,,,7,14,2,2,7,6,1,,,,2,7,2,7,0,2,0,2,2,7,1,0,0,0,0,2,7,1,,1,1,,2,2,,,7,1,,1,0,2,,,,,,,,2,7,2,7,1,800,100000,2,7,1,,2,,1,
"040808010100107","04080800107",4,8,8,1,1,1,7,3,107,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,8,3,1,,,2,"ASELA",130,60,1,,,,1,3,0,1,1,0,1,0,0,0,0,1,,1,,1,1,,1,1,1,1,,1,,2,,2,,,,,,,,1,,1,,1,20,480,2,32,2,32,2,32,2,130
"040812088802401","04081202401",4,8,12,8,88,24,1,3,109,1,13,,,,,,,,,,,,13,,,,,,,,,,,,6,5,3,2,3,17,2,"ASELA",134,61,1,6,,,1,6,0,1,2,6,1,0,0,0,0,2,6,1,,1,1,,2,2,,,34,1,,2,,2,,,,,,,,2,6,2,34,1,240,,2,34,2,6,2,6,2,134
"040817088802801","04081702801",4,8,17,8,88,28,1,3,62,1,13,,,,,,,,,,,,13,,,,,,,,,,,,10,10,3,2,10,7,2,"ASELA",72,28,1,10,,,0,2,0,1,2,10,1,0,0,0,0,2,10,1,,2,1,,2,2,,,10,1,,2,,2,,,,,,,,2,10,2,10,2,,,2,10,2,10,2,10,2,62
"040825010100102","04082500102",4,8,25,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2000,1,1,,,1,,,,1,,,,3,12,0,1,1,0,1,0,0,15,4,1,,2,,,,,,1,1,1,,1,,2,,2,,,,,,,,1,,2,2,1,8,1500,2,1,2,2,2,5,2,2
"040901088800304","04090100304",4,9,1,8,88,3,4,2,24,1,13,,,,,,,,,,,,13,,,,,,,,,,,,34,4,2,2,89,70,2,"ASEBE TEFERI/CHRO",114,80,1,,,,0,5,0,2,2,7,1,0,0,0,0,1,,1,,1,1,,2,1,1,1,,1,,1,0,2,,,,,,,,2,89,2,89,2,,,2,89,2,89,2,70,2,114
"040907088800105","04090700105",4,9,7,8,88,1,5,4,25,1,13,,,,,,,,,,,,13,,,,,,,,,,,,25,1,2,2,30,20,2,"ASEBE TEFERI",78,50,1,,,,0,10,0,2,2,25,1,0,0,0,0,2,25,1,,1,1,,2,2,,,25,1,,1,0,2,,,,,,,,2,30,2,30,2,,,2,78,2,30,2,30,2,78
"040909010100105","04090900105",4,9,9,1,1,1,5,3,108,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,6,3,2,5,5,2,"CHRO",115,60,1,,,,1,3,0,1,2,0,2,1,0,2,1,1,,1,,1,1,,1,1,1,1,,1,,1,0,2,,,,,,,,1,,2,5,1,1,2000,2,5,2,5,1,,2,115
"040910088801104","04091001104",4,9,10,8,88,11,4,4,54,1,13,,,,,,,,,,,,13,,,,,,,,,,,,8,3,2,2,8,10,2,"ASEBE TEFERI",54,50,1,,,,1,6,0,2,2,8,1,0,0,0,0,1,,1,,1,1,,2,2,,,8,1,,1,0,2,,,,,,,,2,8,2,8,2,,,2,54,2,8,2,8,2,54
"040913088801004","04091301004",4,9,13,8,88,10,4,4,24,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,4,2,2,24,20,2,"ASEBE TEFERI",24,20,1,,,,2,11,0,2,2,1,2,0,0,0,0,1,,1,,1,1,,2,1,2,,24,1,,1,0,2,,,,,,,,2,24,2,24,2,,,2,24,2,24,2,24,2,24
"040914010100212","04091400212",4,9,14,1,1,2,12,3,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,3,1,,,2,"Abebe Teferi",37,20,1,,,,2,8,0,2,1,1,1,0,0,0,0,1,,2,,,,,,2,,,2,1,,1,0,2,,,,,,,,1,,1,,1,10,3200,2,1,1,,2,5,2,37
"041005088800403","04100500403",4,10,5,8,88,4,3,3,20,1,0,,,,,,,,,,,,0,,,,,,,,,,,,3,10,1,1,3,5,1,"HARER",20,10,1,3,,,0,47,0,1,2,3,1,0,0,1,0,2,0,1,,2,1,,1,1,2,,3,1,,1,0,2,,,,,,,,2,3,2,3,2,3,0,2,20,1,3,2,3,2,20
"041009088803605","04100903605",4,10,9,8,88,36,5,4,8,2,13,,,,,,,,,,,,3,4,5,,,,,,,,,,8,10,1,2,8,0,2,"HARER",65,35,2,8,,,1,6,0,2,2,8,1,0,0,0,0,1,,1,,1,1,,2,2,,,8,1,,2,,2,,,,,,,,2,8,2,8,2,,,2,65,2,8,2,8,2,65
"041013088802203","04101302203",4,10,13,8,88,22,3,3,122,2,0,,,,,,,,,,,,0,,,,,,,,,,,,30,2,3,2,30,30,2,"HARER",122,90,1,30,,,0,32,0,1,2,15,2,0,0,0,0,1,,1,,1,1,,2,1,1,1,,1,,2,,2,,,,,,,,2,30,2,30,1,30,1400,2,122,2,30,2,,2,122
"041016088800104","04101600104",4,10,16,8,88,1,4,3,60,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,2,3,1,,,2,"HARER",75,50,1,,,,1,4,0,1,1,0,1,1,0,1,0,1,0,,,,1,,,1,1,1,,1,,2,,1,1,1,1,1,1,,,1,,1,0,1,1,40,2,75,1,,2,75,0,75
"041104088801304","04110401304",4,11,4,8,88,13,4,3,14,2,4,5,6,7,,,,,,,,,4,5,6,7,,,,,,,,,11,10,3,2,11,10,2,"ROBE",25,25,1,,,,2,10,0,2,2,11,1,0,0,0,0,1,,1,,1,1,,2,1,1,1,,1,,2,,1,1,1,2,1,1,,,2,11,2,11,2,,,2,11,2,11,2,11,2,25
"041108088801402","04110801402",4,11,8,8,88,14,2,4,130,1,13,,,,,,,,,,,,13,,,,,,,,,,,,14,15,3,2,14,10,2,"ROBE",130,63,2,14,,,1,6,0,2,2,0,2,0,0,0,0,1,,1,,1,1,,2,1,1,1,,1,,2,,1,,,,,,,,2,14,2,14,2,,,2,14,2,14,2,14,2,130
"041112088800402","04111200402",4,11,12,8,88,4,2,3,115,1,13,,,,,,,,,,,,13,,,,,,,,,,,,5,20,3,2,5,30,2,"ROBE",130,79,1,5,,,0,12,0,2,2,5,1,0,0,0,0,2,5,1,,1,1,,2,2,,,5,1,,2,,2,,,,,,,,2,5,2,5,1,999,10000,2,5,2,5,2,5,2,130
"041116088801404","04111601404",4,11,16,8,88,14,4,4,55,1,13,,,,,,,,,,,,13,,,,,,,,,,,,6,5,3,2,20,20,2,"ROBE",49,30,2,6,,,3,2,3,2,2,6,1,0,0,0,0,2,6,1,,1,1,,2,2,,,6,1,,2,,2,,,,,,,,2,6,2,19,2,,,2,49,2,20,2,6,2,49
"041118088800102","04111800102",4,11,18,8,88,1,2,2,189,1,0,,,,,,,,,,,,0,,,,,,,,,,,,4,3,3,2,4,5,2,"ROBE",189,100,2,4,,,0,4,0,1,2,4,2,0,0,0,0,2,4,1,,1,1,,2,2,,,4,1,,1,0,2,,,,,,,,2,59,2,59,2,,,2,59,2,4,2,59,2,59
"041119010100317","04111900317",4,11,19,1,1,3,17,4,1,2,0,0,1,2,3,4,5,6,7,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,1,25,3,1,,,1,,,,1,,,,2,9,1,2,1,2,1,1,0,5,0,2,2,2,,,,,,1,1,1,,1,,2,,2,,,,,,,,1,,1,,1,20,1000,1,,1,,1,,1,
"041206088802801","04120602801",4,12,6,8,88,28,1,1,17,1,13,,,,,,,,,,,,13,,,,,,,,,,,,17,50,3,2,17,60,2,"YALELO",117,125,1,,,,9,1,0,2,2,17,2,0,0,0,0,1,,1,,1,1,,2,2,,,17,1,,2,,2,,,,,,,,2,17,2,17,2,,,2,17,2,17,2,17,2,17
"041211088801301","04121101301",4,12,11,8,88,13,1,3,14,1,13,,,,,,,,,,,,13,,,,,,,,,,,,28,14,2,2,28,25,2,"YABILO",100,50,1,,,,1,1,0,1,1,0,1,0,0,0,0,2,28,,,,,,,1,1,1,,1,,1,0,2,,,,,,,,2,28,2,28,2,,,2,100,2,28,2,28,2,200
"041216088800101","04121600101",4,12,16,8,88,1,1,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,26,18,2,2,29,20,2,"YABELO",129,65,2,26,,,1,1,0,1,1,0,1,0,0,0,0,2,26,,,,,,,1,1,1,,1,,1,0,2,,,,,,,,2,26,2,26,2,,,2,126,2,26,2,26,2,226
"041302088801103","04130201103",4,13,2,8,88,11,3,3,24,1,12,,,,,,,,,,,,11,,,,,,,,,,,,24,2,3,2,15,10,2,"WELSO",24,15,1,,,,5,0,1,1,1,1,1,0,0,0,0,1,,1,,1,1,,1,1,2,,1,1,,2,,2,,,,,,,,2,24,2,24,1,,4000,2,24,2,15,2,24,2,24
"041305010100102","04130500102",4,13,5,1,1,1,2,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,50,3,1,,,2,"FINFINE",55,25,1,,,,6,1,0,2,1,0,1,2,0,4,0,1,,1,,,,,,1,1,1,,1,,1,0,1,1,1,1,1,1,,,1,,1,,1,40,3000,2,25,2,25,1,,2,25
"041306088800204","04130600204",4,13,6,8,88,2,4,4,3,2,0,,,,,,,,,,,,0,,,,,,,,,,,,3,100,1,2,5,3,2,"FINFINE",20,12,2,3,,,3,0,0,1,1,3,1,0,0,0,0,2,3,1,,1,1,,1,2,,,3,1,,1,0,2,,,,,,,,2,3,2,3,1,0,0,2,3,2,3,2,3,2,5
"041309088801003","04130901003",4,13,9,8,88,10,3,4,3,2,11,,,,,,,,,,,,11,,,,,,,,,,,,8,26,2,1,,,2,"TULU BULO",10,5,1,,,,0,0,3,2,2,8,2,0,0,0,0,2,,1,,3,1,,2,2,,,3,1,,1,0,1,1,2,2,2,2,2,,2,10,2,10,2,,,2,10,1,,2,,2,42
"041314010100306","04131400306",4,13,14,1,1,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,3,1,,,1,,,,1,,,,2,3,0,1,1,2,1,1,0,8,2,1,,2,,,,,,2,,,1,1,,2,,1,1,1,1,1,1,2,,1,,1,,1,20,4000,1,,1,,2,65,2,1
"041402088802701","04140202701",4,14,2,8,88,27,1,4,18,2,0,,,,,,,,,,,,4,5,6,,,,,,,,,,18,7,2,2,18,0,2,"NEGELE",103,85,2,18,,,5,0,4,2,2,18,1,0,0,0,0,2,5,1,1,1,1,,2,2,,,5,1,,2,,2,,,,,,,,2,19,2,18,2,,,2,18,1,,2,,2,103
"041405088801906","04140501906",4,14,5,8,88,19,6,4,64,1,13,,,,,,,,,,,,13,,,,,,,,,,,,30,5,3,1,,,1,"NEGELE",185,95,1,,,,7,1,0,2,1,0,2,0,0,0,0,1,,1,,1,1,,2,1,1,1,,1,,1,0,1,1,1,2,1,2,2,,1,,2,54,2,,,2,185,1,,2,54,2,63
"041409088800501","04140900501",4,14,9,8,88,5,1,4,18,2,3,4,5,,,,,,,,,,3,4,5,,,,,,,,,,43,5,3,2,9,40,2,"NEGELE",460,228,2,9,,,13,0,0,2,2,9,1,0,0,0,0,2,9,1,,1,1,,2,2,,,9,1,,2,,2,,,,,,,,2,40,2,40,2,,,2,100,2,9,2,100,2,100
