"ea_id2","ea_id","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs2q01","cs2q02","cs2q03","cs2q04","cs2q05_a","cs2q05_b","cs2q05_oth","cs2q06","cs2q07","cs2q07_oth"
"041405088801906","04140501906",4,14,5,8,88,19,6,7,"**CONFIDENTIAL**",1,36,2,,,36,6,
"041409088800501","04140900501",4,14,9,8,88,5,1,1,"**CONFIDENTIAL**",1,44,1,,,44,2,
"041409088800501","04140900501",4,14,9,8,88,5,1,2,"**CONFIDENTIAL**",1,29,5,,,7,6,
"041409088800501","04140900501",4,14,9,8,88,5,1,3,"**CONFIDENTIAL**",1,27,6,,,3,6,
"041409088800501","04140900501",4,14,9,8,88,5,1,4,"**CONFIDENTIAL**",1,45,3,,,45,2,
"041409088800501","04140900501",4,14,9,8,88,5,1,5,"**CONFIDENTIAL**",2,25,7,,,5,6,
"041409088800501","04140900501",4,14,9,8,88,5,1,6,"**CONFIDENTIAL**",2,30,2,,,30,2,
"041501010100115","04150100115",4,15,1,1,1,1,15,1,"**CONFIDENTIAL**",1,26,1,,,5,5,
"041501010100115","04150100115",4,15,1,1,1,1,15,2,"**CONFIDENTIAL**",2,25,7,,,6,5,
"041501010100115","04150100115",4,15,1,1,1,1,15,3,"**CONFIDENTIAL**",2,25,7,,,6,5,
"041501010100331","04150100331",4,15,1,1,1,3,31,1,"**CONFIDENTIAL**",1,29,1,,,29,5,
"041501010100331","04150100331",4,15,1,1,1,3,31,2,"**CONFIDENTIAL**",1,30,2,,,4,5,
"041501010100524","04150100524",4,15,1,1,1,5,24,1,"**CONFIDENTIAL**",2,28,7,,,6,5,
"041501010100524","04150100524",4,15,1,1,1,5,24,2,"**CONFIDENTIAL**",2,30,7,,,1,5,
"041501010100524","04150100524",4,15,1,1,1,5,24,3,"**CONFIDENTIAL**",1,29,11,,"Yedirijit Teterii",3,5,
"041501010100524","04150100524",4,15,1,1,1,5,24,4,"**CONFIDENTIAL**",1,28,11,,"""IMX Head """,3,5,
"041501010100918","04150100918",4,15,1,1,1,9,18,1,"**CONFIDENTIAL**",1,29,1,,,10,5,
"041501010100918","04150100918",4,15,1,1,1,9,18,2,"**CONFIDENTIAL**",2,27,11,,"""Database """,2,5,
"041501010101124","04150101124",4,15,1,1,1,11,24,1,"**CONFIDENTIAL**",2,28,7,,,10,5,
"041501010101124","04150101124",4,15,1,1,1,11,24,2,"**CONFIDENTIAL**",2,28,7,,,3,5,
"041501010101124","04150101124",4,15,1,1,1,11,24,3,"**CONFIDENTIAL**",1,45,1,,,2,5,
"041501010101430","04150101430",4,15,1,1,1,14,30,1,"**CONFIDENTIAL**",1,35,2,,,15,5,
"041501010101430","04150101430",4,15,1,1,1,14,30,2,"**CONFIDENTIAL**",2,45,2,,,10,6,"degree"
"041501010101430","04150101430",4,15,1,1,1,14,30,3,"**CONFIDENTIAL**",1,54,2,,,11,5,
"041601010100603","04160100603",4,16,1,1,1,6,3,1,"**CONFIDENTIAL**",2,28,11,,"Meketel liqemenber",5,5,
"041601010100603","04160100603",4,16,1,1,1,6,3,2,"**CONFIDENTIAL**",1,36,1,,,12,5,
"041601010100603","04160100603",4,16,1,1,1,6,3,3,"**CONFIDENTIAL**",1,41,2,,,30,4,
"041601010101109","04160101109",4,16,1,1,1,11,9,1,"**CONFIDENTIAL**",1,38,11,,"Meketel likemenber",32,5,
"041601010101109","04160101109",4,16,1,1,1,11,9,2,"**CONFIDENTIAL**",1,32,6,,,16,5,
"041601010101109","04160101109",4,16,1,1,1,11,9,3,"**CONFIDENTIAL**",2,33,8,,,14,5,
"041703088801901","04170301901",4,17,3,8,88,19,1,1,"**CONFIDENTIAL**",1,28,6,,,2,6,
"041706010100124","04170600124",4,17,6,1,1,1,24,1,"**CONFIDENTIAL**",1,40,1,,,35,4,
"041706010100124","04170600124",4,17,6,1,1,1,24,2,"**CONFIDENTIAL**",1,34,2,,,15,5,
"041706010100124","04170600124",4,17,6,1,1,1,24,3,"**CONFIDENTIAL**",1,55,9,,,55,3,
"041707088800204","04170700204",4,17,7,8,88,2,4,1,"**CONFIDENTIAL**",1,40,1,,,35,5,
"041707088800204","04170700204",4,17,7,8,88,2,4,2,"**CONFIDENTIAL**",1,28,2,,,28,5,
"041707088800204","04170700204",4,17,7,8,88,2,4,3,"**CONFIDENTIAL**",1,25,2,,,25,5,
"041707088800204","04170700204",4,17,7,8,88,2,4,4,"**CONFIDENTIAL**",1,28,2,,,28,3,
"041711010100202","04171100202",4,17,11,1,1,2,2,1,"**CONFIDENTIAL**",1,24,2,,,9,5,
"041711010100202","04171100202",4,17,11,1,1,2,2,2,"**CONFIDENTIAL**",1,49,2,,,10,5,
"041711010100202","04171100202",4,17,11,1,1,2,2,3,"**CONFIDENTIAL**",1,32,2,,,25,5,
"041711010100511","04171100511",4,17,11,1,1,5,11,1,"**CONFIDENTIAL**",1,29,2,,,15,5,
"041711010100511","04171100511",4,17,11,1,1,5,11,2,"**CONFIDENTIAL**",1,26,2,,,22,5,
"041711010100511","04171100511",4,17,11,1,1,5,11,3,"**CONFIDENTIAL**",1,25,2,,,18,5,
"041712088800807","04171200807",4,17,12,8,88,8,7,1,"**CONFIDENTIAL**",1,28,6,,,5,6,
"041712088800807","04171200807",4,17,12,8,88,8,7,2,"**CONFIDENTIAL**",1,32,11,,,6,6,
"041712088800807","04171200807",4,17,12,8,88,8,7,3,"**CONFIDENTIAL**",1,45,11,,,45,3,
"041712088800807","04171200807",4,17,12,8,88,8,7,4,"**CONFIDENTIAL**",1,35,1,,,35,5,
"041803088801004","04180301004",4,18,3,8,88,10,4,1,"**CONFIDENTIAL**",1,30,1,,,30,4,
"041803088801004","04180301004",4,18,3,8,88,10,4,2,"**CONFIDENTIAL**",1,27,4,,,24,6,
"041803088801004","04180301004",4,18,3,8,88,10,4,3,"**CONFIDENTIAL**",1,22,6,,,1,6,
"041803088801004","04180301004",4,18,3,8,88,10,4,4,"**CONFIDENTIAL**",2,18,7,,,18,5,
"041803088801004","04180301004",4,18,3,8,88,10,4,5,"**CONFIDENTIAL**",1,48,1,11,,48,6,
"041807088801106","04180701106",4,18,7,8,88,11,6,1,"**CONFIDENTIAL**",1,45,1,,,45,4,
"041807088801106","04180701106",4,18,7,8,88,11,6,2,"**CONFIDENTIAL**",1,27,6,,,5,6,
"041807088801106","04180701106",4,18,7,8,88,11,6,3,"**CONFIDENTIAL**",2,26,7,,,26,6,
"041807088801106","04180701106",4,18,7,8,88,11,6,4,"**CONFIDENTIAL**",1,27,4,,,6,6,
"041807088801106","04180701106",4,18,7,8,88,11,6,5,"**CONFIDENTIAL**",1,49,3,,,49,2,
"041901088800103","04190100103",4,19,1,8,88,1,3,1,"**CONFIDENTIAL**",1,33,1,,,33,3,
"041901088800103","04190100103",4,19,1,8,88,1,3,2,"**CONFIDENTIAL**",1,28,1,,,28,2,
"041901088800103","04190100103",4,19,1,8,88,1,3,3,"**CONFIDENTIAL**",1,65,1,,,65,2,
"041901088800103","04190100103",4,19,1,8,88,1,3,4,"**CONFIDENTIAL**",1,53,4,,,45,6,
"041901088800103","04190100103",4,19,1,8,88,1,3,5,"**CONFIDENTIAL**",1,35,5,,,30,6,
"041901088800103","04190100103",4,19,1,8,88,1,3,6,"**CONFIDENTIAL**",1,34,6,,,8,6,
"041901088800103","04190100103",4,19,1,8,88,1,3,7,"**CONFIDENTIAL**",2,30,7,,,8,6,
"041901088800103","04190100103",4,19,1,8,88,1,3,8,"**CONFIDENTIAL**",1,38,8,,,35,3,
"041901088800103","04190100103",4,19,1,8,88,1,3,9,"**CONFIDENTIAL**",1,38,9,,,38,2,
"041904088800101","04190400101",4,19,4,8,88,1,1,1,"**CONFIDENTIAL**",1,45,1,,,45,2,
"041904088800101","04190400101",4,19,4,8,88,1,1,2,"**CONFIDENTIAL**",2,42,2,,,42,2,
"041904088800101","04190400101",4,19,4,8,88,1,1,3,"**CONFIDENTIAL**",1,55,3,,,55,1,
"041904088800101","04190400101",4,19,4,8,88,1,1,4,"**CONFIDENTIAL**",1,26,4,,,26,6,
"041904088800101","04190400101",4,19,4,8,88,1,1,5,"**CONFIDENTIAL**",2,29,6,,,10,6,
"041904088800101","04190400101",4,19,4,8,88,1,1,6,"**CONFIDENTIAL**",2,32,7,,,32,5,
"041904088800101","04190400101",4,19,4,8,88,1,1,7,"**CONFIDENTIAL**",1,42,9,,,42,2,
"041904088800101","04190400101",4,19,4,8,88,1,1,8,"**CONFIDENTIAL**",1,40,8,,,40,2,
"041904088800101","04190400101",4,19,4,8,88,1,1,9,"**CONFIDENTIAL**",1,25,6,,,2,6,
"041908088800704","04190800704",4,19,8,8,88,7,4,1,"**CONFIDENTIAL**",1,41,1,,,40,3,
"041908088800704","04190800704",4,19,8,8,88,7,4,2,"**CONFIDENTIAL**",2,42,2,,,42,3,
"041908088800704","04190800704",4,19,8,8,88,7,4,3,"**CONFIDENTIAL**",1,60,3,,,60,1,
"041908088800704","04190800704",4,19,8,8,88,7,4,4,"**CONFIDENTIAL**",1,27,4,,,5,6,
"041908088800704","04190800704",4,19,8,8,88,7,4,5,"**CONFIDENTIAL**",2,28,5,,,6,6,
"041908088800704","04190800704",4,19,8,8,88,7,4,6,"**CONFIDENTIAL**",1,27,6,,,4,6,
"041908088800704","04190800704",4,19,8,8,88,7,4,7,"**CONFIDENTIAL**",2,27,7,,,7,5,
"041908088800704","04190800704",4,19,8,8,88,7,4,8,"**CONFIDENTIAL**",1,35,8,,,35,6,
"041908088800704","04190800704",4,19,8,8,88,7,4,9,"**CONFIDENTIAL**",1,40,9,,,40,2,
"050101088800902","05010100902",5,1,1,8,88,9,2,1,"**CONFIDENTIAL**",1,58,1,,,58,1,
"050101088800902","05010100902",5,1,1,8,88,9,2,2,"**CONFIDENTIAL**",2,40,2,,,40,2,
"050101088800902","05010100902",5,1,1,8,88,9,2,3,"**CONFIDENTIAL**",1,62,3,,,62,2,
"050101088800902","05010100902",5,1,1,8,88,9,2,4,"**CONFIDENTIAL**",1,38,4,,,2,6,
"050101088800902","05010100902",5,1,1,8,88,9,2,5,"**CONFIDENTIAL**",1,30,5,,,30,6,
"050101088800902","05010100902",5,1,1,8,88,9,2,6,"**CONFIDENTIAL**",1,23,8,,,23,2,
"050101088800902","05010100902",5,1,1,8,88,9,2,7,"**CONFIDENTIAL**",1,28,7,,,3,6,
"050101088800902","05010100902",5,1,1,8,88,9,2,8,"**CONFIDENTIAL**",1,27,6,,,2,6,
"050102010100101","05010200101",5,1,2,1,1,1,1,1,"**CONFIDENTIAL**",1,48,1,,,48,2,
"050102010100101","05010200101",5,1,2,1,1,1,1,2,"**CONFIDENTIAL**",2,27,2,,,27,5,
"050102010100101","05010200101",5,1,2,1,1,1,1,3,"**CONFIDENTIAL**",1,56,3,,,56,2,
"050102010100101","05010200101",5,1,2,1,1,1,1,4,"**CONFIDENTIAL**",1,29,4,,,29,6,
"050102010100101","05010200101",5,1,2,1,1,1,1,5,"**CONFIDENTIAL**",1,23,6,,,23,6,
"050102010100101","05010200101",5,1,2,1,1,1,1,6,"**CONFIDENTIAL**",1,22,5,,,22,6,
"050102010100101","05010200101",5,1,2,1,1,1,1,7,"**CONFIDENTIAL**",1,27,7,,,4,6,
"050102010100101","05010200101",5,1,2,1,1,1,1,8,"**CONFIDENTIAL**",1,28,10,,,28,4,
"050102088802401","05010202401",5,1,2,8,88,24,1,1,"**CONFIDENTIAL**",1,27,7,,,3,6,
"050102088802401","05010202401",5,1,2,8,88,24,1,2,"**CONFIDENTIAL**",1,51,3,9,,51,6,
"050102088802401","05010202401",5,1,2,8,88,24,1,3,"**CONFIDENTIAL**",1,30,5,,,1,6,
"050102088802401","05010202401",5,1,2,8,88,24,1,4,"**CONFIDENTIAL**",1,35,1,,,10,3,
"050102088802401","05010202401",5,1,2,8,88,24,1,5,"**CONFIDENTIAL**",2,35,2,,,10,3,
"050102088802401","05010202401",5,1,2,8,88,24,1,6,"**CONFIDENTIAL**",1,76,3,,,76,1,
"050102088802401","05010202401",5,1,2,8,88,24,1,7,"**CONFIDENTIAL**",1,58,3,,,58,1,
"050102088802401","05010202401",5,1,2,8,88,24,1,8,"**CONFIDENTIAL**",1,39,3,,,20,4,
"050102088802401","05010202401",5,1,2,8,88,24,1,9,"**CONFIDENTIAL**",1,40,8,,,40,3,
"050102088802401","05010202401",5,1,2,8,88,24,1,10,"**CONFIDENTIAL**",1,35,5,,,20,6,
"050102088802401","05010202401",5,1,2,8,88,24,1,11,"**CONFIDENTIAL**",1,36,11,,,36,3,
"050103088801101","05010301101",5,1,3,8,88,11,1,1,"**CONFIDENTIAL**",1,43,1,,,43,1,
"050103088801101","05010301101",5,1,3,8,88,11,1,2,"**CONFIDENTIAL**",1,37,11,,,37,2,
"050103088801101","05010301101",5,1,3,8,88,11,1,3,"**CONFIDENTIAL**",1,34,4,,,9,6,
"050103088801101","05010301101",5,1,3,8,88,11,1,4,"**CONFIDENTIAL**",1,72,3,,,72,1,
"050103088801101","05010301101",5,1,3,8,88,11,1,5,"**CONFIDENTIAL**",1,29,2,,,29,2,
"050104088801102","05010401102",5,1,4,8,88,11,2,1,"**CONFIDENTIAL**",1,37,1,,,37,4,
"050104088801102","05010401102",5,1,4,8,88,11,2,2,"**CONFIDENTIAL**",1,32,6,,,10,5,
"050104088801102","05010401102",5,1,4,8,88,11,2,3,"**CONFIDENTIAL**",1,41,1,,,31,3,
"050104088801102","05010401102",5,1,4,8,88,11,2,4,"**CONFIDENTIAL**",1,40,2,,,40,3,
"050104088801102","05010401102",5,1,4,8,88,11,2,5,"**CONFIDENTIAL**",1,38,2,,,38,3,
"050104088801102","05010401102",5,1,4,8,88,11,2,6,"**CONFIDENTIAL**",1,50,3,,,25,1,
"050104088801102","05010401102",5,1,4,8,88,11,2,7,"**CONFIDENTIAL**",2,40,2,,,40,2,
"050104088801701","05010401701",5,1,4,8,88,17,1,1,"**CONFIDENTIAL**",1,35,1,11,,35,2,
"050104088801701","05010401701",5,1,4,8,88,17,1,2,"**CONFIDENTIAL**",1,25,6,,,3,6,
"050104088801701","05010401701",5,1,4,8,88,17,1,3,"**CONFIDENTIAL**",2,40,2,,,40,1,
"050104088801701","05010401701",5,1,4,8,88,17,1,4,"**CONFIDENTIAL**",1,28,6,,,3,6,
"050104088801701","05010401701",5,1,4,8,88,17,1,5,"**CONFIDENTIAL**",1,26,6,,,1,6,
"050104088801701","05010401701",5,1,4,8,88,17,1,6,"**CONFIDENTIAL**",1,30,2,,,30,2,
"050104088801701","05010401701",5,1,4,8,88,17,1,7,"**CONFIDENTIAL**",1,43,1,,,43,2,
"050202088800102","05020200102",5,2,2,8,88,1,2,1,"**CONFIDENTIAL**",1,37,1,,,37,2,
"050202088800102","05020200102",5,2,2,8,88,1,2,2,"**CONFIDENTIAL**",1,23,11,,,3,3,
"050202088800102","05020200102",5,2,2,8,88,1,2,3,"**CONFIDENTIAL**",1,25,5,,,4,6,
"050202088800102","05020200102",5,2,2,8,88,1,2,4,"**CONFIDENTIAL**",1,27,6,,,5,6,
"050202088801001","05020201001",5,2,2,8,88,10,1,1,"**CONFIDENTIAL**",1,24,1,,,24,3,
"050202088801001","05020201001",5,2,2,8,88,10,1,2,"**CONFIDENTIAL**",1,31,7,,,31,4,
"050202088801001","05020201001",5,2,2,8,88,10,1,3,"**CONFIDENTIAL**",1,23,5,,,23,5,
"050202088801001","05020201001",5,2,2,8,88,10,1,4,"**CONFIDENTIAL**",1,40,3,,,40,1,
"050204010100624","05020400624",5,2,4,1,1,6,24,1,"**CONFIDENTIAL**",1,39,1,,,15,5,
"050204010100624","05020400624",5,2,4,1,1,6,24,2,"**CONFIDENTIAL**",1,35,11,,"Miktil Likemenber",20,4,
"050204010100624","05020400624",5,2,4,1,1,6,24,3,"**CONFIDENTIAL**",1,41,11,,"Yeparti Tewekay",25,4,
"050204010100624","05020400624",5,2,4,1,1,6,24,4,"**CONFIDENTIAL**",1,45,11,,"Hizib gingnunet",35,4,
"050204088808901","05020408901",5,2,4,8,88,89,1,1,"**CONFIDENTIAL**",1,53,3,,,53,1,
"050204088808901","05020408901",5,2,4,8,88,89,1,2,"**CONFIDENTIAL**",1,42,1,,,42,1,
"050204088808901","05020408901",5,2,4,8,88,89,1,3,"**CONFIDENTIAL**",1,51,3,,,51,1,
"050204088808901","05020408901",5,2,4,8,88,89,1,4,"**CONFIDENTIAL**",1,36,8,,,36,2,
"050204088816502","05020416502",5,2,4,8,88,165,2,1,"**CONFIDENTIAL**",1,35,1,,,35,1,
"050204088816502","05020416502",5,2,4,8,88,165,2,2,"**CONFIDENTIAL**",1,30,2,,,30,2,
"050204088816502","05020416502",5,2,4,8,88,165,2,3,"**CONFIDENTIAL**",1,28,2,,,28,2,
"050206010100202","05020600202",5,2,6,1,1,2,2,1,"**CONFIDENTIAL**",1,41,1,,,41,2,
"050206010100202","05020600202",5,2,6,1,1,2,2,2,"**CONFIDENTIAL**",1,52,3,,,52,1,
"050206010100202","05020600202",5,2,6,1,1,2,2,3,"**CONFIDENTIAL**",1,26,2,,,26,4,
"050206010100202","05020600202",5,2,6,1,1,2,2,4,"**CONFIDENTIAL**",1,33,10,,,33,2,
"050206010100310","05020600310",5,2,6,1,1,3,10,1,"**CONFIDENTIAL**",1,49,1,,,49,4,
"050206010100310","05020600310",5,2,6,1,1,3,10,2,"**CONFIDENTIAL**",1,37,2,,,37,4,
"050206010100310","05020600310",5,2,6,1,1,3,10,3,"**CONFIDENTIAL**",1,28,11,,"yeparti halafi",28,4,
"050206088800901","05020600901",5,2,6,8,88,9,1,1,"**CONFIDENTIAL**",1,40,1,,,40,2,
"050206088800901","05020600901",5,2,6,8,88,9,1,2,"**CONFIDENTIAL**",1,42,4,5,,42,4,
"050206088800901","05020600901",5,2,6,8,88,9,1,3,"**CONFIDENTIAL**",1,55,9,3,,55,7,
"050206088800901","05020600901",5,2,6,8,88,9,1,4,"**CONFIDENTIAL**",1,35,10,,,35,1,
"050206088800901","05020600901",5,2,6,8,88,9,1,5,"**CONFIDENTIAL**",1,36,10,,,36,2,
"050206088802801","05020602801",5,2,6,8,88,28,1,1,"**CONFIDENTIAL**",1,43,1,,,43,1,
"050206088802801","05020602801",5,2,6,8,88,28,1,2,"**CONFIDENTIAL**",1,48,3,,,48,1,
"050206088802801","05020602801",5,2,6,8,88,28,1,3,"**CONFIDENTIAL**",1,52,3,,,52,1,
"050206088803803","05020603803",5,2,6,8,88,38,3,1,"**CONFIDENTIAL**",1,37,1,,,37,1,
"050206088803803","05020603803",5,2,6,8,88,38,3,2,"**CONFIDENTIAL**",1,41,1,,,41,1,
"050206088803803","05020603803",5,2,6,8,88,38,3,3,"**CONFIDENTIAL**",1,30,5,,,30,6,
"050206088803803","05020603803",5,2,6,8,88,38,3,4,"**CONFIDENTIAL**",1,52,9,,,52,4,
"050207088804801","05020704801",5,2,7,8,88,48,1,1,"**CONFIDENTIAL**",1,75,1,,,75,7,
"050207088804801","05020704801",5,2,7,8,88,48,1,2,"**CONFIDENTIAL**",1,79,3,,,79,7,
"050207088804801","05020704801",5,2,7,8,88,48,1,3,"**CONFIDENTIAL**",2,25,7,,,1,6,
"050207088804801","05020704801",5,2,7,8,88,48,1,4,"**CONFIDENTIAL**",1,31,9,,,16,7,
"050207088809201","05020709201",5,2,7,8,88,92,1,1,"**CONFIDENTIAL**",1,42,1,,,1,3,
"050207088809201","05020709201",5,2,7,8,88,92,1,2,"**CONFIDENTIAL**",1,21,6,,,3,6,
"050207088809201","05020709201",5,2,7,8,88,92,1,3,"**CONFIDENTIAL**",1,40,10,,,8,3,
"050207088809201","05020709201",5,2,7,8,88,92,1,4,"**CONFIDENTIAL**",1,30,5,,,4,6,
"050207088809201","05020709201",5,2,7,8,88,92,1,5,"**CONFIDENTIAL**",1,60,3,,,60,1,
"050207088809201","05020709201",5,2,7,8,88,92,1,6,"**CONFIDENTIAL**",1,55,3,,,55,3,
"050207088809201","05020709201",5,2,7,8,88,92,1,7,"**CONFIDENTIAL**",1,38,6,,,38,2,
"050901088800907","05090100907",5,9,1,8,88,9,7,1,"**CONFIDENTIAL**",1,26,7,,,4,6,
"050901088800907","05090100907",5,9,1,8,88,9,7,2,"**CONFIDENTIAL**",1,37,7,,,37,6,
"050901088800907","05090100907",5,9,1,8,88,9,7,3,"**CONFIDENTIAL**",1,53,2,,,53,5,
"050901088800907","05090100907",5,9,1,8,88,9,7,4,"**CONFIDENTIAL**",1,60,1,,,60,2,
"050901088802802","05090102802",5,9,1,8,88,28,2,1,"**CONFIDENTIAL**",1,47,1,,,20,4,
"050901088802802","05090102802",5,9,1,8,88,28,2,2,"**CONFIDENTIAL**",1,53,11,,,36,1,
"050901088802802","05090102802",5,9,1,8,88,28,2,3,"**CONFIDENTIAL**",1,59,3,,,59,1,
"050901088802802","05090102802",5,9,1,8,88,28,2,4,"**CONFIDENTIAL**",1,58,11,,,58,1,
"050902088801201","05090201201",5,9,2,8,88,12,1,1,"**CONFIDENTIAL**",1,55,1,,,20,7,
"050902088801201","05090201201",5,9,2,8,88,12,1,2,"**CONFIDENTIAL**",1,50,11,,,50,2,
"050902088801201","05090201201",5,9,2,8,88,12,1,3,"**CONFIDENTIAL**",1,48,11,,,7,5,
"050902088801201","05090201201",5,9,2,8,88,12,1,4,"**CONFIDENTIAL**",1,27,5,,,27,3,
"050902088801201","05090201201",5,9,2,8,88,12,1,5,"**CONFIDENTIAL**",1,39,7,,,3,6,
"050903088802001","05090302001",5,9,3,8,88,20,1,1,"**CONFIDENTIAL**",1,65,1,,,65,2,
"050903088802001","05090302001",5,9,3,8,88,20,1,2,"**CONFIDENTIAL**",1,27,5,,,6,6,
"050903088802001","05090302001",5,9,3,8,88,20,1,3,"**CONFIDENTIAL**",1,48,7,,,48,5,
"050903088802001","05090302001",5,9,3,8,88,20,1,4,"**CONFIDENTIAL**",1,28,6,,,3,6,
"050903088802001","05090302001",5,9,3,8,88,20,1,5,"**CONFIDENTIAL**",1,50,3,,,50,2,
"050903088802602","05090302602",5,9,3,8,88,26,2,1,"**CONFIDENTIAL**",1,28,1,,,28,6,
"050903088802602","05090302602",5,9,3,8,88,26,2,2,"**CONFIDENTIAL**",1,45,2,,,45,6,
"050903088802602","05090302602",5,9,3,8,88,26,2,3,"**CONFIDENTIAL**",1,27,7,,,4,6,
"050903088802602","05090302602",5,9,3,8,88,26,2,4,"**CONFIDENTIAL**",1,22,5,,,3,6,
"050903088802602","05090302602",5,9,3,8,88,26,2,5,"**CONFIDENTIAL**",1,25,6,,,1,6,
"050903088803404","05090303404",5,9,3,8,88,34,4,1,"**CONFIDENTIAL**",1,42,1,,,42,3,
"050903088803404","05090303404",5,9,3,8,88,34,4,2,"**CONFIDENTIAL**",1,27,1,,,27,3,
"050903088803404","05090303404",5,9,3,8,88,34,4,3,"**CONFIDENTIAL**",1,45,5,,,45,4,
"050903088803404","05090303404",5,9,3,8,88,34,4,4,"**CONFIDENTIAL**",1,25,3,,,3,6,
"050904010100101","05090400101",5,9,4,1,1,1,1,1,"**CONFIDENTIAL**",1,43,1,11,,20,3,
"050904010100101","05090400101",5,9,4,1,1,1,1,2,"**CONFIDENTIAL**",1,54,2,11,,27,3,
"050904010100101","05090400101",5,9,4,1,1,1,1,3,"**CONFIDENTIAL**",1,23,6,,,18,7,
"050904010100101","05090400101",5,9,4,1,1,1,1,4,"**CONFIDENTIAL**",1,62,3,11,,28,3,
"050904088800302","05090400302",5,9,4,8,88,3,2,1,"**CONFIDENTIAL**",1,28,1,11,,28,3,
"050904088800302","05090400302",5,9,4,8,88,3,2,2,"**CONFIDENTIAL**",1,26,7,,,6,7,
"050904088800302","05090400302",5,9,4,8,88,3,2,3,"**CONFIDENTIAL**",1,38,2,11,,38,6,
"050904088800302","05090400302",5,9,4,8,88,3,2,4,"**CONFIDENTIAL**",1,42,5,11,,42,5,
"050904088800302","05090400302",5,9,4,8,88,3,2,5,"**CONFIDENTIAL**",1,30,8,11,,30,1,
"060201088800802","06020100802",6,2,1,8,88,8,2,1,"**CONFIDENTIAL**",1,29,1,11,,29,1,
"060201088800802","06020100802",6,2,1,8,88,8,2,2,"**CONFIDENTIAL**",1,30,6,,,4,6,
"060201088800802","06020100802",6,2,1,8,88,8,2,3,"**CONFIDENTIAL**",2,25,7,,,7,6,
"060201088800802","06020100802",6,2,1,8,88,8,2,4,"**CONFIDENTIAL**",1,65,3,,,30,1,
"060201088800802","06020100802",6,2,1,8,88,8,2,5,"**CONFIDENTIAL**",1,50,9,,,10,7,
"060204088800402","06020400402",6,2,4,8,88,4,2,1,"**CONFIDENTIAL**",1,45,1,,,45,2,
"060204088800402","06020400402",6,2,4,8,88,4,2,2,"**CONFIDENTIAL**",1,28,11,,,3,6,
"060204088800402","06020400402",6,2,4,8,88,4,2,3,"**CONFIDENTIAL**",1,45,11,,,28,2,
"060204088800402","06020400402",6,2,4,8,88,4,2,4,"**CONFIDENTIAL**",1,33,6,,,1,6,
"060204088800402","06020400402",6,2,4,8,88,4,2,5,"**CONFIDENTIAL**",2,25,7,,,3,6,
"060207088801002","06020701002",6,2,7,8,88,10,2,1,"**CONFIDENTIAL**",1,36,1,,,36,1,
"060207088801002","06020701002",6,2,7,8,88,10,2,2,"**CONFIDENTIAL**",1,45,3,,,45,2,
"060207088801002","06020701002",6,2,7,8,88,10,2,3,"**CONFIDENTIAL**",1,42,2,,,42,2,
"060301088800301","06030100301",6,3,1,8,88,3,1,1,"**CONFIDENTIAL**",1,40,1,,,40,1,
"060301088800301","06030100301",6,3,1,8,88,3,1,2,"**CONFIDENTIAL**",2,25,6,,,1,6,
"060301088800301","06030100301",6,3,1,8,88,3,1,3,"**CONFIDENTIAL**",1,21,7,,,2,6,
"060301088800301","06030100301",6,3,1,8,88,3,1,4,"**CONFIDENTIAL**",1,24,11,,,24,4,
"060301088800301","06030100301",6,3,1,8,88,3,1,5,"**CONFIDENTIAL**",1,36,3,,,36,1,
"060303088804202","06030304202",6,3,3,8,88,42,2,1,"**CONFIDENTIAL**",1,33,11,,,33,6,
"060303088804202","06030304202",6,3,3,8,88,42,2,2,"**CONFIDENTIAL**",1,30,1,,,30,5,
"060303088804202","06030304202",6,3,3,8,88,42,2,3,"**CONFIDENTIAL**",1,54,3,,,33,2,
"060303088804202","06030304202",6,3,3,8,88,42,2,4,"**CONFIDENTIAL**",2,26,6,,,4,6,
"060303088804202","06030304202",6,3,3,8,88,42,2,5,"**CONFIDENTIAL**",2,30,7,,,30,6,
"060303088804202","06030304202",6,3,3,8,88,42,2,6,"**CONFIDENTIAL**",1,35,9,,,33,5,
"060303088804202","06030304202",6,3,3,8,88,42,2,7,"**CONFIDENTIAL**",1,42,11,,,33,2,
"060303088804202","06030304202",6,3,3,8,88,42,2,8,"**CONFIDENTIAL**",1,40,2,,,33,2,
"060303088804202","06030304202",6,3,3,8,88,42,2,9,"**CONFIDENTIAL**",1,32,2,,,32,2,
"060305010100102","06030500102",6,3,5,1,1,1,2,1,"**CONFIDENTIAL**",1,35,1,,,17,6,
"060305010100102","06030500102",6,3,5,1,1,1,2,2,"**CONFIDENTIAL**",1,21,10,,,1,6,
"060305010100102","06030500102",6,3,5,1,1,1,2,3,"**CONFIDENTIAL**",2,22,8,2,,8,6,
"060305010100102","06030500102",6,3,5,1,1,1,2,4,"**CONFIDENTIAL**",1,66,3,,,66,3,
"060305010100102","06030500102",6,3,5,1,1,1,2,5,"**CONFIDENTIAL**",1,43,6,,,1,6,
"060305010100102","06030500102",6,3,5,1,1,1,2,6,"**CONFIDENTIAL**",2,35,2,,,35,3,
"060305010100102","06030500102",6,3,5,1,1,1,2,7,"**CONFIDENTIAL**",1,25,11,,,25,6,
