"ea_id2","ea_id","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs1aq8_1","cs1aq8_3a","cs1aq8_3b","cs1aq8_3c","cs1aq9_1","cs1aq9_3a","cs1aq9_3b","cs1aq9_3c","cs1aq12_1","cs1aq12_3a","cs1aq12_3b","cs1aq12_3c","cs1aq14_a","cs1aq14_b","cs1aq14_c","cs1aq15_a","cs1aq15_b","cs1aq16_a","cs1aq16_b","cs1aq17_a","cs1aq17_b"
"050104088801701","05010401701",5,1,4,8,88,17,1,"**CONFIDENTIAL**",8,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",5,12,2008,14,6,2008,3,0,5,15,"**CONFIDENTIAL**",11
"050202088800102","05020200102",5,2,2,8,88,1,2,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",3,13,2008,14,6,2008,2,30,7,0,"**CONFIDENTIAL**",18
"050202088801001","05020201001",5,2,2,8,88,10,1,"**CONFIDENTIAL**",15,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",2,13,2008,10,6,2008,2,10,7,30,"**CONFIDENTIAL**",18
"050204010100624","05020400624",5,2,4,1,1,6,24,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"050204088808901","05020408901",5,2,4,8,88,89,1,"**CONFIDENTIAL**",18,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",2,13,2008,18,6,2008,3,5,6,30,"**CONFIDENTIAL**",18
"050204088816502","05020416502",5,2,4,8,88,165,2,"**CONFIDENTIAL**",29,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",2,13,2008,27,6,2008,4,0,8,30,"**CONFIDENTIAL**",18
"050206010100202","05020600202",5,2,6,1,1,2,2,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"050206010100310","05020600310",5,2,6,1,1,3,10,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"050206088800901","05020600901",5,2,6,8,88,9,1,"**CONFIDENTIAL**",14,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",2,13,2008,14,6,2008,5,0,6,5,"**CONFIDENTIAL**",18
"050206088802801","05020602801",5,2,6,8,88,28,1,"**CONFIDENTIAL**",10,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",2,13,2008,10,6,2008,2,10,6,35,"**CONFIDENTIAL**",18
"050206088803803","05020603803",5,2,6,8,88,38,3,"**CONFIDENTIAL**",12,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",2,13,2008,12,6,2008,2,50,6,10,"**CONFIDENTIAL**",18
"050207088804801","05020704801",5,2,7,8,88,48,1,"**CONFIDENTIAL**",17,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",2,13,2008,16,6,2008,4,15,6,0,"**CONFIDENTIAL**",18
"050207088809201","05020709201",5,2,7,8,88,92,1,"**CONFIDENTIAL**",19,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",2,13,2008,18,6,2008,3,20,4,50,"**CONFIDENTIAL**",18
"050901088800907","05090100907",5,9,1,8,88,9,7,"**CONFIDENTIAL**",14,7,2008,"**CONFIDENTIAL**",21,7,2008,"**CONFIDENTIAL**",13,11,2008,14,7,2008,5,12,6,30,"**CONFIDENTIAL**",22
"050901088802802","05090102802",5,9,1,8,88,28,2,"**CONFIDENTIAL**",12,6,2008,"**CONFIDENTIAL**",21,7,2008,"**CONFIDENTIAL**",13,11,2008,12,6,2008,8,22,9,51,"**CONFIDENTIAL**",22
"050902088801201","05090201201",5,9,2,8,88,12,1,"**CONFIDENTIAL**",11,6,2008,"**CONFIDENTIAL**",21,7,2008,"**CONFIDENTIAL**",13,11,2008,11,6,2008,1,33,3,56,"**CONFIDENTIAL**",22
"050903088802001","05090302001",5,9,3,8,88,20,1,"**CONFIDENTIAL**",19,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,19,6,2008,4,0,6,56,"**CONFIDENTIAL**",16
"050903088802602","05090302602",5,9,3,8,88,26,2,"**CONFIDENTIAL**",22,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,22,6,2008,6,0,8,30,"**CONFIDENTIAL**",16
"050903088803404","05090303404",5,9,3,8,88,34,4,"**CONFIDENTIAL**",14,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,14,6,2008,3,0,7,30,"**CONFIDENTIAL**",16
"050904010100101","05090400101",5,9,4,1,1,1,1,"**CONFIDENTIAL**",9,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,9,6,2008,3,0,5,0,"**CONFIDENTIAL**",22
"050904088800302","05090400302",5,9,4,8,88,3,2,"**CONFIDENTIAL**",7,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,13,7,2008,1,20,5,10,"**CONFIDENTIAL**",22
"060201088800802","06020100802",6,2,1,8,88,8,2,"**CONFIDENTIAL**",29,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",12,11,2008,29,6,2008,2,10,3,25,"**CONFIDENTIAL**",6
"060204088800402","06020400402",6,2,4,8,88,4,2,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",12,11,2008,1,7,2008,3,0,4,25,"**CONFIDENTIAL**",6
"060207088801002","06020701002",6,2,7,8,88,10,2,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,11,2008,11,6,2008,8,10,9,25,"**CONFIDENTIAL**",
"060301088800301","06030100301",6,3,1,8,88,3,1,"**CONFIDENTIAL**",27,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,27,6,2008,10,5,12,20,"**CONFIDENTIAL**",6
"060303088804202","06030304202",6,3,3,8,88,42,2,"**CONFIDENTIAL**",16,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,16,6,2008,4,0,8,0,"**CONFIDENTIAL**",6
"060305010100102","06030500102",6,3,5,1,1,1,2,"**CONFIDENTIAL**",14,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,14,6,2008,8,40,10,30,"**CONFIDENTIAL**",6
"060305088803003","06030503003",6,3,5,8,88,30,3,"**CONFIDENTIAL**",28,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,28,6,2008,5,30,6,55,"**CONFIDENTIAL**",6
"060402088800801","06040200801",6,4,2,8,88,8,1,"**CONFIDENTIAL**",10,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",11,11,2008,10,6,2008,5,0,7,30,"**CONFIDENTIAL**",6
"060405088800203","06040500203",6,4,5,8,88,2,3,"**CONFIDENTIAL**",12,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",8,11,2008,12,6,2008,2,0,4,0,"**CONFIDENTIAL**",23
"060608088800402","06060800402",6,6,8,8,88,4,2,"**CONFIDENTIAL**",29,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",12,11,2008,29,6,2008,8,10,10,20,"**CONFIDENTIAL**",6
"060608088801401","06060801401",6,6,8,8,88,14,1,"**CONFIDENTIAL**",30,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",12,11,2008,30,6,2008,4,20,5,55,"**CONFIDENTIAL**",6
"070103088800404","07010300404",7,1,3,8,88,4,4,"**CONFIDENTIAL**",15,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",11,11,2008,15,6,2008,3,5,5,10,"**CONFIDENTIAL**",17
"070105088802502","07010502502",7,1,5,8,88,25,2,"**CONFIDENTIAL**",20,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",11,11,2008,9,6,2008,2,10,7,30,"**CONFIDENTIAL**",17
"070108088800701","07010800701",7,1,8,8,88,7,1,"**CONFIDENTIAL**",14,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",11,11,2008,14,6,2008,4,30,6,48,"**CONFIDENTIAL**",17
"070110010100102","07011000102",7,1,10,1,1,1,2,"**CONFIDENTIAL**",18,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",11,11,2008,13,6,2008,8,20,11,0,"**CONFIDENTIAL**",17
"070111088800401","07011100401",7,1,11,8,88,4,1,"**CONFIDENTIAL**",10,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",11,11,2008,10,6,2008,3,0,5,45,"**CONFIDENTIAL**",17
"070112088802605","07011202605",7,1,12,8,88,26,5,"**CONFIDENTIAL**",20,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",11,11,2008,8,6,2008,3,0,4,20,"**CONFIDENTIAL**",17
"070115010100108","07011500108",7,1,15,1,1,1,8,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"070202010100105","07020200105",7,2,2,1,1,1,5,"**CONFIDENTIAL**",18,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",11,11,2008,18,6,2008,5,0,6,20,"**CONFIDENTIAL**",17
"070202088801001","07020201001",7,2,2,8,88,10,1,"**CONFIDENTIAL**",16,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",11,11,2008,16,6,2008,7,50,9,10,"**CONFIDENTIAL**",17
"070205088801302","07020501302",7,2,5,8,88,13,2,"**CONFIDENTIAL**",6,7,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",10,11,2008,6,7,2008,4,20,5,35,"**CONFIDENTIAL**",17
"070207088801001","07020701001",7,2,7,8,88,10,1,"**CONFIDENTIAL**",19,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",11,11,2008,19,6,2008,4,0,6,30,"**CONFIDENTIAL**",17
"070210088801401","07021001401",7,2,10,8,88,14,1,"**CONFIDENTIAL**",9,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",11,11,2008,6,6,2008,3,0,4,30,"**CONFIDENTIAL**",17
"070211010100311","07021100311",7,2,11,1,1,3,11,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"070302088800501","07030200501",7,3,2,8,88,5,1,"**CONFIDENTIAL**",11,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",9,11,2008,11,6,2008,8,0,9,50,"**CONFIDENTIAL**",17
"070304088800501","07030400501",7,3,4,8,88,5,1,"**CONFIDENTIAL**",17,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",9,11,2008,17,6,2008,7,30,10,0,"**CONFIDENTIAL**",17
"070306088800204","07030600204",7,3,6,8,88,2,4,"**CONFIDENTIAL**",10,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",9,11,2008,10,6,2008,7,30,9,0,"**CONFIDENTIAL**",17
"070401088801103","07040101103",7,4,1,8,88,11,3,"**CONFIDENTIAL**",18,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",11,11,2008,10,6,2008,3,0,9,50,"**CONFIDENTIAL**",16
"070404088800903","07040400903",7,4,4,8,88,9,3,"**CONFIDENTIAL**",24,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",11,11,2008,24,6,2008,2,50,4,25,"**CONFIDENTIAL**",16
"070405010100603","07040500603",7,4,5,1,1,6,3,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"070406088801903","07040601903",7,4,6,8,88,19,3,"**CONFIDENTIAL**",15,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",11,11,2008,15,6,2008,3,25,5,30,"**CONFIDENTIAL**",16
"070409088801103","07040901103",7,4,9,8,88,11,3,"**CONFIDENTIAL**",19,,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",11,11,2008,11,6,2008,4,40,7,30,"**CONFIDENTIAL**",22
"070410010100105","07041000105",7,4,10,1,1,1,5,"**CONFIDENTIAL**",13,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",11,11,2008,9,6,2008,3,30,9,40,"**CONFIDENTIAL**",16
"070412088800908","07041200908",7,4,12,8,88,9,8,"**CONFIDENTIAL**",18,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",11,11,2008,7,6,2008,4,50,9,10,"**CONFIDENTIAL**",16
"070417088800202","07041700202",7,4,17,8,88,2,2,"**CONFIDENTIAL**",14,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",10,9,2008,14,6,2008,3,15,5,40,"**CONFIDENTIAL**",16
"070501088800907","07050100907",7,5,1,8,88,9,7,"**CONFIDENTIAL**",10,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",12,11,2008,10,6,2008,,,,,"**CONFIDENTIAL**",16
"070502088801705","07050201705",7,5,2,8,88,17,5,"**CONFIDENTIAL**",8,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",12,11,2008,8,6,2008,8,10,9,55,"**CONFIDENTIAL**",16
"070503088802201","07050302201",7,5,3,8,88,22,1,"**CONFIDENTIAL**",11,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",12,11,2008,11,6,2008,4,30,5,40,"**CONFIDENTIAL**",16
"070505088800304","07050500304",7,5,5,8,88,3,4,"**CONFIDENTIAL**",3,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",12,11,2008,3,6,2008,5,0,7,30,"**CONFIDENTIAL**",16
"070506088801303","07050601303",7,5,6,8,88,13,3,"**CONFIDENTIAL**",18,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",12,11,2008,18,6,2008,3,30,6,30,"**CONFIDENTIAL**",16
"070601010100207","07060100207",7,6,1,1,1,2,7,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"070602088801501","07060201501",7,6,2,8,88,15,1,"**CONFIDENTIAL**",16,6,2008,"**CONFIDENTIAL**",18,6,2008,"**CONFIDENTIAL**",11,11,2008,16,6,2008,4,10,5,0,"**CONFIDENTIAL**",25
"070603010100103","07060300103",7,6,3,1,1,1,3,"**CONFIDENTIAL**",21,6,2008,"**CONFIDENTIAL**",24,6,2008,"**CONFIDENTIAL**",11,11,2008,21,6,2008,8,40,10,20,"**CONFIDENTIAL**",25
"070605088800601","07060500601",7,6,5,8,88,6,1,"**CONFIDENTIAL**",28,6,2008,"**CONFIDENTIAL**",30,6,2008,"**CONFIDENTIAL**",11,11,2008,28,6,2008,4,32,5,48,"**CONFIDENTIAL**",25
"070607088800601","07060700601",7,6,7,8,88,6,1,"**CONFIDENTIAL**",9,6,2008,"**CONFIDENTIAL**",10,6,2008,"**CONFIDENTIAL**",11,11,2008,9,6,2008,7,0,10,20,"**CONFIDENTIAL**",25
"070610088800902","07061000902",7,6,10,8,88,9,2,"**CONFIDENTIAL**",15,6,2008,"**CONFIDENTIAL**",16,6,2008,"**CONFIDENTIAL**",11,11,2008,15,6,2008,1,0,3,50,"**CONFIDENTIAL**",25
"070613010100335","07061300335",7,6,13,1,1,3,35,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"070702088802904","07070202904",7,7,2,8,88,29,4,"**CONFIDENTIAL**",8,7,2008,"**CONFIDENTIAL**",6,8,2008,"**CONFIDENTIAL**",12,11,2008,9,7,2008,6,30,8,30,"**CONFIDENTIAL**",4
"070703088802101","07070302101",7,7,3,8,88,21,1,"**CONFIDENTIAL**",6,6,2008,"**CONFIDENTIAL**",6,8,2008,"**CONFIDENTIAL**",12,11,2008,6,6,2008,5,53,7,41,"**CONFIDENTIAL**",4
"070706010100103","07070600103",7,7,6,1,1,1,3,"**CONFIDENTIAL**",15,6,2008,"**CONFIDENTIAL**",6,8,2008,"**CONFIDENTIAL**",12,11,2008,14,6,2008,9,45,12,0,"**CONFIDENTIAL**",4
"070801088800401","07080100401",7,8,1,8,88,4,1,"**CONFIDENTIAL**",8,7,2008,"**CONFIDENTIAL**",9,7,2008,"**CONFIDENTIAL**",12,11,2008,27,6,2008,6,30,9,48,"**CONFIDENTIAL**",21
"070803088800206","07080300206",7,8,3,8,88,2,6,"**CONFIDENTIAL**",29,6,2008,"**CONFIDENTIAL**",30,6,2008,"**CONFIDENTIAL**",12,11,2008,29,6,2008,4,35,5,40,"**CONFIDENTIAL**",21
"070803088801501","07080301501",7,8,3,8,88,15,1,"**CONFIDENTIAL**",30,6,2008,"**CONFIDENTIAL**",2,7,2008,"**CONFIDENTIAL**",12,11,2008,30,6,2008,3,25,4,5,"**CONFIDENTIAL**",21
"070902088800503","07090200503",7,9,2,8,88,5,3,"**CONFIDENTIAL**",2,7,2008,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",12,11,2008,,,,8,40,10,10,"**CONFIDENTIAL**",21
"070905088800303","07090500303",7,9,5,8,88,3,3,"**CONFIDENTIAL**",29,7,2008,"**CONFIDENTIAL**",30,7,2008,"**CONFIDENTIAL**",12,11,2008,24,6,2008,4,5,6,30,"**CONFIDENTIAL**",21
"070906010100104","07090600104",7,9,6,1,1,1,4,"**CONFIDENTIAL**",5,7,2008,"**CONFIDENTIAL**",6,7,2008,"**CONFIDENTIAL**",12,11,2008,5,7,2008,8,13,10,17,"**CONFIDENTIAL**",21
"070907088801501","07090701501",7,9,7,8,88,15,1,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",5,7,2008,"**CONFIDENTIAL**",12,11,2008,28,6,2008,3,12,5,52,"**CONFIDENTIAL**",21
"070909088800601","07090900601",7,9,9,8,88,6,1,"**CONFIDENTIAL**",25,6,2008,"**CONFIDENTIAL**",27,6,2008,"**CONFIDENTIAL**",12,11,2008,6,7,2008,5,28,6,46,"**CONFIDENTIAL**",21
"071001088800403","07100100403",7,10,1,8,88,4,3,"**CONFIDENTIAL**",12,6,2008,"**CONFIDENTIAL**",6,8,2008,"**CONFIDENTIAL**",12,11,2008,12,6,2008,4,10,7,50,"**CONFIDENTIAL**",4
"071003088801001","07100301001",7,10,3,8,88,10,1,"**CONFIDENTIAL**",6,7,2008,"**CONFIDENTIAL**",6,8,2008,"**CONFIDENTIAL**",12,11,2008,6,7,2008,3,20,6,40,"**CONFIDENTIAL**",4
"071006088802401","07100602401",7,10,6,8,88,24,1,"**CONFIDENTIAL**",6,7,2008,"**CONFIDENTIAL**",6,8,2008,"**CONFIDENTIAL**",12,11,2008,6,7,2008,4,0,6,40,"**CONFIDENTIAL**",4
"071008088800105","07100800105",7,10,8,8,88,1,5,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",16,6,2008,"**CONFIDENTIAL**",12,11,2008,16,6,2008,1,50,3,10,"**CONFIDENTIAL**",4
"071009088801703","07100901703",7,10,9,8,88,17,3,"**CONFIDENTIAL**",8,7,2008,"**CONFIDENTIAL**",6,8,2008,"**CONFIDENTIAL**",12,11,2008,8,7,2008,2,30,6,0,"**CONFIDENTIAL**",4
"071012088802901","07101202901",7,10,12,8,88,29,1,"**CONFIDENTIAL**",10,7,2008,"**CONFIDENTIAL**",6,7,2008,"**CONFIDENTIAL**",12,11,2008,10,7,2008,3,10,6,5,"**CONFIDENTIAL**",4
"071016010100109","07101600109",7,10,16,1,1,1,9,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"071101088800201","07110100201",7,11,1,8,88,2,1,"**CONFIDENTIAL**",28,6,2008,"**CONFIDENTIAL**",30,6,2008,"**CONFIDENTIAL**",11,11,2008,28,6,2008,10,15,12,0,"**CONFIDENTIAL**",22
"071103088801302","07110301302",7,11,3,8,88,13,2,"**CONFIDENTIAL**",26,6,2008,"**CONFIDENTIAL**",28,6,2008,"**CONFIDENTIAL**",11,11,2008,26,6,2008,7,30,10,30,"**CONFIDENTIAL**",21
"071104010100302","07110400302",7,11,4,1,1,3,2,"**CONFIDENTIAL**",6,7,2008,"**CONFIDENTIAL**",7,7,2008,"**CONFIDENTIAL**",11,11,2008,6,7,2008,4,45,7,10,"**CONFIDENTIAL**",21
"071104088801603","07110401603",7,11,4,8,88,16,3,"**CONFIDENTIAL**",1,7,2008,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",11,11,2008,6,7,2008,4,45,7,10,"**CONFIDENTIAL**",21
"071105088802003","07110502003",7,11,5,8,88,20,3,"**CONFIDENTIAL**",4,7,2008,"**CONFIDENTIAL**",6,7,2008,"**CONFIDENTIAL**",11,11,2008,4,7,2008,8,30,11,20,"**CONFIDENTIAL**",21
"071108088800501","07110800501",7,11,8,8,88,5,1,"**CONFIDENTIAL**",2,7,2008,"**CONFIDENTIAL**",4,7,2008,"**CONFIDENTIAL**",11,11,2008,2,7,2008,2,8,4,30,"**CONFIDENTIAL**",21
"071111010100401","07111100401",7,11,11,1,1,4,1,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"071201088800102","07120100102",7,12,1,8,88,1,2,"**CONFIDENTIAL**",6,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,6,7,2008,4,0,5,20,"**CONFIDENTIAL**",19
"071201088801602","07120101602",7,12,1,8,88,16,2,"**CONFIDENTIAL**",5,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,5,7,2008,3,7,4,32,"**CONFIDENTIAL**",19
"071201088802802","07120102802",7,12,1,8,88,28,2,"**CONFIDENTIAL**",9,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,9,7,2008,8,58,9,56,"**CONFIDENTIAL**",19
"071301088801301","07130101301",7,13,1,8,88,13,1,"**CONFIDENTIAL**",9,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",11,11,2008,9,6,2008,3,10,7,30,"**CONFIDENTIAL**",16
"071301088802505","07130102505",7,13,1,8,88,25,5,"**CONFIDENTIAL**",11,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",11,11,2008,11,6,2008,4,10,8,20,"**CONFIDENTIAL**",16
"071401088800402","07140100402",7,14,1,8,88,4,2,"**CONFIDENTIAL**",7,7,2008,"**CONFIDENTIAL**",6,8,2008,"**CONFIDENTIAL**",9,11,2008,7,7,2008,5,30,6,45,"**CONFIDENTIAL**",4
"071401088801303","07140101303",7,14,1,8,88,13,3,"**CONFIDENTIAL**",13,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",11,11,2008,13,6,2008,3,52,7,40,"**CONFIDENTIAL**",16
"071501088800704","07150100704",7,15,1,8,88,7,4,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",4
"071501088802609","07150102609",7,15,1,8,88,26,9,"**CONFIDENTIAL**",10,6,2008,"**CONFIDENTIAL**",6,8,2008,"**CONFIDENTIAL**",11,11,2008,7,6,2008,3,0,5,30,"**CONFIDENTIAL**",4
"071501088804404","07150104404",7,15,1,8,88,44,4,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",4
"071601088800803","07160100803",7,16,1,8,88,8,3,"**CONFIDENTIAL**",5,7,2008,"**CONFIDENTIAL**",6,8,2008,"**CONFIDENTIAL**",11,11,2008,5,7,2008,2,30,4,0,"**CONFIDENTIAL**",4
"071601088801705","07160101705",7,16,1,8,88,17,5,"**CONFIDENTIAL**",9,7,2008,"**CONFIDENTIAL**",6,8,2008,"**CONFIDENTIAL**",11,12,2008,9,7,2008,3,30,4,30,"**CONFIDENTIAL**",4
"071701088800103","07170100103",7,17,1,8,88,1,3,"**CONFIDENTIAL**",16,6,2008,"**CONFIDENTIAL**",20,6,2008,"**CONFIDENTIAL**",11,11,2008,15,6,2008,5,25,7,30,"**CONFIDENTIAL**",25
"071702020100104","07170200104",7,17,2,2,1,1,4,"**CONFIDENTIAL**",17,6,2008,"**CONFIDENTIAL**",23,6,2008,"**CONFIDENTIAL**",11,11,2008,17,6,2008,9,0,11,0,"**CONFIDENTIAL**",25
"071702088800803","07170200803",7,17,2,8,88,8,3,"**CONFIDENTIAL**",18,6,2008,"**CONFIDENTIAL**",12,7,2008,"**CONFIDENTIAL**",11,11,2008,18,6,2008,2,10,4,30,"**CONFIDENTIAL**",25
"071703088801401","07170301401",7,17,3,8,88,14,1,"**CONFIDENTIAL**",19,6,2008,"**CONFIDENTIAL**",23,6,2008,"**CONFIDENTIAL**",11,11,2008,19,6,2008,6,0,8,30,"**CONFIDENTIAL**",25
"071704088802501","07170402501",7,17,4,8,88,25,1,"**CONFIDENTIAL**",11,6,2008,"**CONFIDENTIAL**",20,6,2008,"**CONFIDENTIAL**",11,11,2008,11,6,2008,10,20,12,30,"**CONFIDENTIAL**",25
"071801088800101","07180100101",7,18,1,8,88,1,1,"**CONFIDENTIAL**",4,7,2008,"**CONFIDENTIAL**",6,8,2008,"**CONFIDENTIAL**",11,11,2008,4,7,2008,9,25,11,40,"**CONFIDENTIAL**",4
"071801088801001","07180101001",7,18,1,8,88,10,1,"**CONFIDENTIAL**",7,7,2008,"**CONFIDENTIAL**",6,8,2008,"**CONFIDENTIAL**",11,11,2008,7,7,2008,3,10,6,0,"**CONFIDENTIAL**",4
"071801088802302","07180102302",7,18,1,8,88,23,2,"**CONFIDENTIAL**",9,7,2008,"**CONFIDENTIAL**",6,8,2008,"**CONFIDENTIAL**",11,11,2008,9,7,2008,3,11,4,25,"**CONFIDENTIAL**",4
"071901088800701","07190100701",7,19,1,8,88,7,1,"**CONFIDENTIAL**",12,6,2008,"**CONFIDENTIAL**",17,6,2008,"**CONFIDENTIAL**",9,11,2008,11,6,2008,7,13,9,15,"**CONFIDENTIAL**",25
"071901088802302","07190102302",7,19,1,8,88,23,2,"**CONFIDENTIAL**",18,6,2008,"**CONFIDENTIAL**",20,6,2008,"**CONFIDENTIAL**",9,11,2008,18,6,2008,8,30,10,53,"**CONFIDENTIAL**",25
"072001088801203","07200101203",7,20,1,8,88,12,3,"**CONFIDENTIAL**",13,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",9,11,2008,10,6,2008,2,45,7,10,"**CONFIDENTIAL**",17
"072002088803802","07200203802",7,20,2,8,88,38,2,"**CONFIDENTIAL**",20,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",9,11,2008,10,6,2008,6,0,9,0,"**CONFIDENTIAL**",17
"072005088800107","07200500107",7,20,5,8,88,1,7,"**CONFIDENTIAL**",9,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",9,11,2008,7,6,2008,8,15,10,20,"**CONFIDENTIAL**",17
